Sample,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
50936,204239,1848563,4353058,3341439,-658059,-3611544,343269,794766
50937,203771,1847814,4354094,3340081,-657812,-3611494,343299,795311
50938,203346,1845943,4355225,3338812,-657592,-3611499,343456,796038
50939,203008,1845265,4356631,3337552,-657480,-3611459,343915,797139
50940,202894,1845086,4358306,3336333,-657401,-3611443,344300,797971
50941,202909,1847129,4361996,3333857,-656986,-3611578,344077,797368
50942,202841,1847106,4363811,3331983,-656733,-3611623,343913,797195
50943,202892,1845878,4365564,3329720,-656630,-3611666,344068,797496
50944,203074,1846044,4367474,3328134,-656469,-3611815,344028,797271
50945,203348,1846930,4369485,3326790,-656295,-3611959,343857,796725
50946,203798,1846066,4371611,3325316,-656203,-3612111,343811,796249
50947,204368,1846329,4373798,3323703,-656081,-3612296,343761,795716
50948,204992,1846890,4376119,3322323,-656000,-3612471,343743,795198
50949,205334,1845190,4378261,3321048,-655830,-3612581,343663,794626
50950,205428,1843927,4379713,3319414,-655337,-3612654,343156,793561
50951,205230,1844605,4381664,3318169,-654911,-3612713,342988,793524
50952,204888,1845276,4384561,3317390,-654836,-3612678,343601,795117
50953,204703,1844463,4387541,3316528,-654962,-3612627,344424,796888
50954,204478,1842874,4390163,3315536,-654892,-3612601,344780,797618
50955,204204,1841939,4392249,3314580,-654664,-3612594,344829,797979
50956,204200,1840906,4394297,3313564,-654434,-3612607,344847,798172
50957,204283,1840447,4396443,3312561,-654213,-3612637,344872,798128
50958,204286,1840931,4398822,3311580,-653949,-3612656,344829,798094
50959,204418,1841201,4401406,3310680,-653684,-3612696,344891,798293
50960,204646,1840276,4403513,3309562,-653393,-3612775,344871,798486
50961,204950,1838186,4405549,3308328,-653114,-3612891,344775,798209
50962,205329,1836511,4407648,3307383,-652954,-3613032,344676,797807
50963,205789,1836546,4409913,3306618,-652909,-3613159,344598,797386
50964,206339,1837144,4412091,3305858,-652859,-3613251,344568,796931
50965,206893,1836215,4414508,3305011,-652814,-3613350,344576,796545
50966,207291,1834473,4417172,3304143,-652692,-3613438,344614,796259
50967,207474,1830225,4419532,3303182,-652409,-3613398,344576,796161
50968,207356,1825576,4421692,3301995,-652116,-3613324,344641,796577
50969,207164,1822756,4423853,3300849,-651906,-3613212,344891,797421
50970,207129,1819706,4426307,3299958,-651797,-3613171,345134,798201
50971,207218,1813468,4428819,3298997,-651567,-3613105,345226,798705
50972,207398,1802236,4431216,3297639,-651286,-3613085,345310,799121
50973,208039,1784567,4433428,3296100,-651046,-3613096,345429,799381
50974,208776,1767550,4435351,3294693,-650742,-3613154,345440,799338
50975,209229,1761938,4437096,3293126,-650464,-3613152,345352,799190
50976,209626,1759505,4438859,3292070,-650291,-3613162,345443,799406
50977,210010,1758046,4440638,3291148,-650102,-3613196,345478,799378
50978,210458,1756391,4442235,3290348,-649871,-3613306,345204,798718
50979,211013,1753719,4443810,3289572,-649631,-3613488,344906,797968
50980,211622,1748234,4445559,3288819,-649490,-3613673,344879,797653
50981,212431,1739770,4447556,3287977,-649359,-3613948,344966,797351
50982,213163,1734158,4449410,3286895,-649166,-3614213,344917,796830
50983,213588,1730446,4451079,3285994,-648944,-3614391,344810,796528
50984,213712,1727047,4452663,3285258,-648655,-3614486,344801,796639
50985,213623,1723564,4454173,3284579,-648421,-3614487,344899,797228
50986,213528,1719641,4455597,3283918,-648176,-3614481,345032,797849
50987,210010,1758046,4440638,3291148,-650102,-3613196,345478,799378
50988,210458,1756391,4442235,3290348,-649871,-3613306,345204,798718
50989,211013,1753719,4443810,3289572,-649631,-3613488,344906,797968
50990,211622,1748234,4445559,3288819,-649490,-3613673,344879,797653
50991,212431,1739770,4447556,3287977,-649359,-3613948,344966,797351
50992,213163,1734158,4449410,3286895,-649166,-3614213,344917,796830
50993,213588,1730446,4451079,3285994,-648944,-3614391,344810,796528
50994,213712,1727047,4452663,3285258,-648655,-3614486,344801,796639
50995,213623,1723564,4454173,3284579,-648421,-3614487,344899,797228
50996,213528,1719641,4455597,3283918,-648176,-3614481,345032,797849
50997,213314,1712851,4456936,3283273,-647896,-3614449,345139,798418
50998,213170,1702688,4458203,3282477,-647607,-3614422,345155,798898
50999,213266,1693323,4459434,3281476,-647336,-3614456,345163,799138
51000,213544,1687394,4460733,3280554,-647069,-3614526,345157,799153
51001,213976,1683994,4462116,3279533,-646812,-3614598,345163,799142
51002,214854,1680219,4463472,3278588,-646524,-3614653,345158,799098
51003,215286,1675438,4464640,3277755,-646311,-3614697,345157,799086
51004,215674,1667882,4465977,3276853,-646081,-3614799,345092,798847
51005,216241,1659466,4467536,3275772,-645872,-3614923,344991,798349
51006,216794,1651722,4469090,3274641,-645663,-3615066,344858,797722
51007,217359,1644883,4470744,3273606,-645464,-3615215,344708,797058
51008,217968,1631616,4472339,3272659,-645250,-3615400,344522,796391
51009,218459,1615509,4473738,3271211,-645049,-3615563,344412,796028
51010,218794,1607564,4475053,3269632,-644794,-3615648,344426,795987
51011,218771,1604736,4476303,3268713,-644551,-3615670,344629,796473
51012,218426,1603145,4477690,3268154,-644287,-3615659,344886,797283
51013,218040,1600135,4479079,3267668,-644009,-3615592,345077,798003
51014,217574,1596146,4480429,3267090,-643724,-3615562,345241,798679
51015,217161,1588527,4481584,3266521,-643406,-3615537,345310,799094
51016,217013,1580124,4482576,3265788,-643047,-3615561,345219,799001
51017,216878,1575688,4483578,3264789,-642736,-3615587,345220,799100
51018,216881,1573837,4484808,3264075,-642491,-3615605,345355,799396
51019,216892,1572362,4486448,3263559,-642348,-3615629,345649,799908
51020,216904,1568768,4489639,3262351,-641854,-3615721,345562,799401
51021,217056,1566627,4490958,3261646,-641611,-3615881,345327,798773
51022,217378,1564304,4492786,3261001,-641597,-3615993,345621,799005
51023,217835,1562341,4494890,3260311,-641548,-3616132,345792,798741
51024,218214,1561009,4497333,3259674,-641412,-3616286,345661,798111
51025,218308,1559747,4499558,3259031,-641183,-3616394,345504,797593
51026,218166,1558348,4501021,3258265,-640761,-3616429,345255,797161
51027,217677,1556816,4502310,3257394,-640381,-3616437,345296,797631
51028,217044,1554996,4503913,3256841,-640209,-3616411,345756,798955
51029,216466,1553189,4505875,3256405,-640107,-3616398,346117,799892
51030,215784,1551427,4507315,3255761,-639679,-3616360,346036,800049
51031,215209,1549258,4508347,3254958,-639274,-3616321,345969,800374
51032,215024,1547016,4509858,3254293,-639183,-3616402,346256,801004
51033,214836,1545214,4511292,3253610,-638947,-3616482,346330,801063
51034,214631,1543482,4512421,3252478,-638636,-3616544,346222,800889
51035,214460,1541466,4513609,3250028,-638457,-3616627,346276,801049
51036,214359,1539511,4515006,3248934,-638369,-3616747,346464,801386
51037,214432,1538147,4516752,3248408,-638266,-3616948,346524,801276
51038,214574,1536789,4518529,3247722,-638174,-3617176,346566,801061
51039,214756,1535255,4520125,3246724,-638032,-3617422,346508,800593
51040,215065,1533750,4521476,3245781,-637835,-3617684,346296,799673
51041,215239,1532126,4522851,3245098,-637671,-3617809,346121,799005
51042,215149,1530313,4524172,3244491,-637471,-3617878,346054,798835
51043,214857,1528379,4525489,3244043,-637281,-3617910,346178,799088
51044,214177,1525990,4526649,3243484,-636972,-3617913,346190,799499
51045,213431,1523748,4527666,3242889,-636566,-3617872,346183,799972
51046,212809,1521968,4529009,3242395,-636377,-3617803,346458,800855
51047,212188,1520321,4530638,3241953,-636264,-3617707,346829,801896
51048,211743,1518878,4532515,3241503,-636134,-3617707,347078,802562
51049,211447,1517790,4534242,3240909,-635925,-3617759,347193,802731
51050,211209,1516255,4535831,3240311,-635696,-3617822,347250,802797
51051,211009,1514641,4537356,3239754,-635459,-3617911,347144,802666
51052,210748,1513362,4539012,3239205,-635218,-3617994,347013,802577
51053,210571,1512371,4540638,3238532,-635008,-3618146,346919,802437
51054,210843,1510671,4544100,3237274,-634716,-3618572,346841,801833
51055,211084,1509891,4545686,3236673,-634540,-3618794,346696,801260
51056,211429,1508950,4547283,3236034,-634381,-3619048,346589,800651
51057,211556,1507896,4548888,3235383,-634226,-3619201,346533,800360
51058,211487,1507007,4550381,3234764,-634036,-3619329,346444,800181
51059,211114,1506167,4551636,3234082,-633799,-3619384,346349,800349
51060,210523,1505273,4552703,3233316,-633521,-3619345,346358,800932
51061,209988,1504468,4553971,3232456,-633408,-3619311,346669,801884
51062,209514,1504148,4555429,3231821,-633280,-3619262,346956,802772
51063,209061,1504041,4557053,3231259,-633053,-3619239,347159,803449
51064,208804,1503628,4558484,3230609,-632775,-3619314,347129,803576
51065,208676,1503042,4559865,3229983,-632653,-3619422,347139,803750
51066,208493,1502571,4561554,3229360,-632502,-3619526,347114,803894
51067,211556,1507896,4548888,3235383,-634226,-3619201,346533,800360
51068,211487,1507007,4550381,3234764,-634036,-3619329,346444,800181
51069,211114,1506167,4551636,3234082,-633799,-3619384,346349,800349
51070,210523,1505273,4552703,3233316,-633521,-3619345,346358,800932
51071,209988,1504468,4553971,3232456,-633408,-3619311,346669,801884
51072,209514,1504148,4555429,3231821,-633280,-3619262,346956,802772
51073,209061,1504041,4557053,3231259,-633053,-3619239,347159,803449
51074,208804,1503628,4558484,3230609,-632775,-3619314,347129,803576
51075,208676,1503042,4559865,3229983,-632653,-3619422,347139,803750
51076,208493,1502571,4561554,3229360,-632502,-3619526,347114,803894
51077,208322,1502256,4563297,3228669,-632322,-3619657,347065,803954
51078,208274,1502017,4565273,3228102,-632253,-3619768,347203,804354
51079,208363,1501871,4567272,3227508,-632179,-3619894,347176,804214
51080,208498,1501523,4569013,3226839,-632025,-3620076,346965,803678
51081,208739,1500913,4570608,3226128,-631858,-3620199,346777,803097
51082,209147,1499673,4572186,3225274,-631717,-3620360,346571,802372
51083,209554,1497749,4573769,3224121,-631577,-3620567,346379,801743
51084,209677,1495213,4575189,3222790,-631453,-3620681,346323,801566
51085,209649,1492444,4576459,3221547,-631287,-3620722,346349,801663
51086,209351,1489878,4577825,3220695,-631107,-3620654,346509,802271
51087,208844,1488109,4579193,3219981,-630921,-3620582,346688,803090
51088,208377,1485448,4580647,3219266,-630723,-3620560,346848,803831
51089,207842,1483700,4582208,3218619,-630505,-3620519,347001,804569
51090,207394,1482442,4583836,3217921,-630307,-3620499,347080,805033
51091,207153,1481491,4585394,3217207,-630121,-3620491,347089,805199
51092,206965,1480541,4587014,3216428,-629877,-3620538,347115,805239
51093,206796,1479706,4588908,3215798,-629669,-3620559,347122,805308
51094,206627,1479044,4591134,3215242,-629453,-3620596,347131,805397
51095,206496,1478323,4593259,3214683,-629242,-3620668,347091,805383
51096,206536,1477608,4595373,3214088,-629058,-3620790,346969,804994
51097,206658,1476574,4597228,3213380,-628884,-3620901,346868,804511
51098,206802,1475043,4598948,3212681,-628732,-3621036,346823,804036
51099,207089,1473223,4600464,3211953,-628543,-3621236,346665,803278
51100,207253,1470874,4601837,3211118,-628376,-3621391,346569,802812
51101,207178,1469139,4603081,3210116,-628186,-3621499,346559,802661
51102,206919,1466694,4604356,3209317,-627957,-3621646,346658,802851
51103,206396,1464886,4605639,3208563,-627701,-3621687,346826,803491
51104,205827,1463126,4607043,3207814,-627424,-3621706,346980,804121
51105,205228,1462047,4608578,3207066,-627070,-3621699,347093,804634
51106,204623,1460924,4610270,3206186,-626842,-3621721,347444,805705
51107,204238,1459303,4612041,3205386,-626652,-3621778,347733,806423
51108,204076,1457243,4613549,3204557,-626380,-3621867,347706,806294
51109,203894,1455446,4614743,3203567,-625961,-3622006,347593,806138
51110,203748,1454149,4616009,3202653,-625436,-3622142,347662,806372
51111,203579,1453346,4617323,3201835,-625075,-3622261,347671,806366
51112,203466,1452743,4618612,3200719,-624764,-3622374,347648,806241
51113,203534,1451842,4620014,3198901,-624555,-3622524,347597,806004
51114,203678,1450639,4621517,3196094,-624389,-3622681,347601,805690
51115,203849,1449499,4622940,3194308,-624159,-3622869,347464,805034
51116,204092,1448576,4624107,3193184,-623809,-3623140,347088,803891
51117,204088,1447671,4625021,3192210,-623405,-3623364,346596,802757
51118,203816,1446566,4625903,3191197,-622954,-3623524,346335,802283
51119,203368,1445344,4627016,3190336,-622587,-3623577,346571,802895
51120,202748,1444154,4628725,3189856,-622486,-3623628,347269,804617
51121,202258,1443171,4630663,3189382,-622362,-3623692,347853,805894
51122,201684,1442298,4632271,3188853,-622046,-3623757,348089,806629
51123,201089,1441363,4633623,3188331,-621695,-3623772,348246,807214
51124,200718,1440479,4634873,3187763,-621363,-3623829,348226,807239
51125,200406,1439593,4636140,3187133,-621046,-3623921,348144,807256
51126,200200,1438688,4637494,3186578,-620804,-3624107,348184,807352
51127,199991,1437832,4638853,3186058,-620599,-3624262,348309,807613
51128,199813,1437225,4640271,3185588,-620403,-3624426,348304,807603
51129,199704,1436865,4641517,3185142,-620047,-3624620,347955,806814
51130,199686,1436494,4642571,3184592,-619594,-3624847,347486,805703
51131,199769,1436020,4643976,3184168,-619348,-3625049,347445,805428
51132,200160,1435710,4646059,3183876,-619204,-3625277,347594,805272
51133,200541,1435429,4647933,3183498,-618983,-3625562,347503,804711
51134,200582,1435053,4649384,3183022,-618711,-3625757,347424,804349
51135,200473,1434600,4650664,3182547,-618447,-3625904,347474,804428
51136,200046,1434206,4652052,3182246,-618167,-3625943,347637,804933
51137,199410,1433918,4653398,3181910,-617721,-3625936,347629,805316
51138,198828,1433476,4654643,3181528,-617397,-3625902,347778,806056
51139,198293,1432903,4656231,3181238,-617266,-3625867,348298,807364
51140,197888,1432387,4657691,3180876,-617008,-3625894,348502,807901
51141,197624,1431976,4658657,3180335,-616637,-3625967,348272,807566
51142,197409,1431536,4659551,3179865,-616353,-3626101,348173,807528
51143,197236,1431047,4660626,3179456,-616173,-3626206,348269,807807
51144,197087,1430598,4661758,3178919,-616006,-3626308,348268,807888
51145,197023,1430230,4662774,3178333,-615829,-3626420,348164,807696
51146,197063,1429876,4663902,3177954,-615632,-3626512,348052,807373
51147,199410,1433918,4653398,3181910,-617721,-3625936,347629,805316
51148,198828,1433476,4654643,3181528,-617397,-3625902,347778,806056
51149,198293,1432903,4656231,3181238,-617266,-3625867,348298,807364
51150,197888,1432387,4657691,3180876,-617008,-3625894,348502,807901
51151,197624,1431976,4658657,3180335,-616637,-3625967,348272,807566
51152,197409,1431536,4659551,3179865,-616353,-3626101,348173,807528
51153,197236,1431047,4660626,3179456,-616173,-3626206,348269,807807
51154,197087,1430598,4661758,3178919,-616006,-3626308,348268,807888
51155,197023,1430230,4662774,3178333,-615829,-3626420,348164,807696
51156,197063,1429876,4663902,3177954,-615632,-3626512,348052,807373
51157,197334,1429514,4665122,3177548,-615422,-3626644,347926,806988
51158,197968,1429056,4666321,3176994,-615255,-3626819,347894,806577
51159,198904,1428527,4667534,3176282,-615136,-3626989,347896,806172
51160,199574,1428136,4668687,3175559,-614999,-3627095,347789,805599
51161,199771,1427976,4669789,3174854,-614841,-3627171,347706,805341
51162,199829,1427796,4670749,3174121,-614679,-3627254,347725,805539
51163,199746,1427519,4671507,3173696,-614486,-3627209,347828,806190
51164,199563,1427299,4672048,3173204,-614148,-3627157,347761,806496
51165,199149,1427103,4672388,3172691,-613789,-3627174,347748,806939
51166,198737,1426696,4673058,3172308,-613671,-3627121,348138,808083
51167,198531,1426246,4673871,3171915,-613546,-3627166,348445,808751
51168,198492,1425844,4674644,3171468,-613429,-3627297,348584,809040
51169,198401,1425469,4675344,3170940,-613269,-3627423,348595,809008
51170,198251,1425098,4675966,3170401,-613074,-3627536,348496,808872
51171,198206,1424721,4676604,3169927,-612879,-3627682,348433,808819
51172,198197,1424313,4677205,3169441,-612679,-3627838,348334,808564
51173,198416,1423936,4677915,3168918,-612507,-3628032,348219,808053
51174,198647,1423462,4678737,3168416,-612366,-3628278,348141,807593
51175,198946,1422995,4679599,3167968,-612257,-3628626,348036,807132
51176,199357,1422543,4680489,3167491,-612198,-3628997,347974,806606
51177,199585,1422063,4681206,3166995,-612043,-3629261,347918,806264
51178,199597,1421600,4681893,3166558,-611846,-3629487,347948,806177
51179,199364,1421116,4682572,3166206,-611646,-3629641,348084,806485
51180,198869,1420567,4683180,3165856,-611423,-3629697,348274,807211
51181,198522,1419969,4683640,3165453,-611200,-3629769,348469,807825
51182,198129,1419281,4684176,3164993,-610911,-3629874,348598,808397
51183,197698,1418444,4684769,3164548,-610685,-3629892,348756,808983
51184,197451,1417654,4685541,3164113,-610498,-3630016,348886,809269
51185,197291,1416810,4686246,3163576,-610315,-3630131,348951,809317
51186,197103,1416004,4686838,3162916,-610129,-3630212,349005,809326
51187,196965,1415144,4687203,3162220,-609958,-3630299,349048,809340
51188,196824,1414198,4687622,3161693,-609778,-3630394,349101,809336
51189,196789,1413197,4688157,3161223,-609611,-3630625,349044,809034
51190,196894,1412109,4688577,3160738,-609457,-3630906,348935,808442
51191,197051,1411223,4688929,3160268,-609284,-3631164,348875,807815
51192,197272,1410406,4689496,3159770,-609152,-3631464,348776,807141
51193,197610,1409546,4690205,3159283,-609069,-3631882,348671,806467
51194,197704,1408394,4690898,3158849,-608922,-3632221,348711,806194
51195,197547,1407324,4691444,3158481,-608745,-3632546,348761,806153
51196,197034,1406354,4691856,3158083,-608553,-3632753,348927,806666
51197,196361,1405372,4692178,3157715,-608320,-3632906,349118,807357
51198,195727,1404443,4692483,3157303,-608113,-3633052,349232,807870
51199,195092,1403414,4692756,3156903,-607847,-3633229,349371,808408
51200,194532,1402429,4692845,3156513,-607616,-3633476,349473,808829
51201,194186,1401563,4692851,3156097,-607409,-3633746,349388,808755
51202,193926,1400723,4693046,3155689,-607175,-3633977,349256,808494
51203,193609,1399843,4693241,3155329,-606980,-3634244,349294,808529
51204,193361,1398849,4693714,3155040,-606961,-3634534,349583,809064
51205,193281,1397854,4694403,3154739,-606947,-3634872,349675,809186
51206,193319,1396885,4695132,3154367,-606871,-3635271,349613,808858
51207,193331,1395894,4695780,3153906,-606710,-3635649,349393,808127
51208,193316,1394889,4695947,3153313,-606413,-3636101,348857,806833
51209,193459,1393741,4696136,3152876,-606314,-3636631,348698,806271
51210,193643,1392574,4696949,3152554,-606294,-3637084,348853,806165
51211,193545,1391668,4697497,3152144,-606092,-3637489,348744,805743
51212,193171,1390743,4697621,3151691,-605794,-3637812,348636,805629
51213,192510,1389697,4697853,3151297,-605496,-3638147,348726,806096
51214,191844,1388388,4698279,3151040,-605374,-3638494,349095,807162
51215,191254,1386828,4698971,3150797,-605305,-3638861,349412,808083
51216,190606,1385587,4699386,3150446,-605107,-3639127,349408,808429
51217,190118,1384596,4699531,3150029,-604800,-3639400,349234,808306
51218,189776,1383680,4700079,3149699,-604619,-3639741,349294,808526
51219,189478,1382778,4700776,3149383,-604442,-3640090,349333,808637
51220,189192,1381829,4701323,3148969,-604219,-3640439,349285,808548
51221,188944,1380930,4701776,3148598,-604026,-3640796,349228,808431
51222,188808,1380041,4702355,3148284,-603919,-3641177,349288,808396
51223,188989,1379156,4702973,3147943,-603836,-3641540,349241,807964
51224,189332,1378413,4703704,3147568,-603665,-3641914,349128,807451
51225,189564,1377755,4704326,3147183,-603510,-3642301,348926,806843
51226,189889,1377122,4705245,3146836,-603382,-3642736,348751,806158
51227,190118,1384596,4699531,3150029,-604800,-3639400,349234,808306
51228,189776,1383680,4700079,3149699,-604619,-3639741,349294,808526
51229,189478,1382778,4700776,3149383,-604442,-3640090,349333,808637
51230,189192,1381829,4701323,3148969,-604219,-3640439,349285,808548
51231,188944,1380930,4701776,3148598,-604026,-3640796,349228,808431
51232,188808,1380041,4702355,3148284,-603919,-3641177,349288,808396
51233,188989,1379156,4702973,3147943,-603836,-3641540,349241,807964
51234,189332,1378413,4703704,3147568,-603665,-3641914,349128,807451
51235,189564,1377755,4704326,3147183,-603510,-3642301,348926,806843
51236,189889,1377122,4705245,3146836,-603382,-3642736,348751,806158
51237,190246,1376586,4705911,3146433,-603089,-3643059,348443,805287
51238,190611,1376208,4706026,3146119,-602820,-3643387,348303,805065
51239,190433,1375735,4706506,3145958,-602748,-3643653,348683,805842
51240,189873,1375036,4707319,3145741,-602544,-3643741,349000,806756
51241,189295,1374506,4708212,3145564,-602375,-3643850,349302,807673
51242,188719,1373819,4709137,3145379,-602229,-3643996,349597,808509
51243,188157,1372962,4709738,3145084,-602023,-3644181,349765,809158
51244,187734,1372236,4710174,3144739,-601812,-3644369,349813,809430
51245,187453,1371593,4710837,3144514,-601649,-3644606,349896,809640
51246,187238,1371066,4711755,3144333,-601507,-3644826,350001,809890
51247,187000,1370490,4712578,3144073,-601380,-3645024,350041,809995
51248,186829,1369849,4713473,3143844,-601224,-3645224,350070,809971
51249,186853,1369256,4714362,3143591,-601086,-3645524,350069,809697
51250,187012,1368678,4715188,3143214,-601018,-3645806,350056,809401
51251,187227,1368224,4716073,3142828,-600900,-3646127,349866,808830
51252,187441,1367818,4716947,3142478,-600742,-3646462,349586,808098
51253,187689,1367329,4717924,3142171,-600664,-3646786,349495,807650
51254,187749,1366751,4718981,3141924,-600606,-3647047,349596,807650
51255,187638,1366047,4719918,3141701,-600477,-3647242,349659,807789
51256,187270,1364773,4720746,3141456,-600302,-3647414,349774,808279
51257,186667,1363256,4721589,3141293,-600134,-3647594,349964,809079
51258,186026,1362066,4722334,3141066,-599931,-3647768,350074,809688
51259,185382,1361072,4723091,3140826,-599664,-3647953,350102,810179
51260,184809,1360349,4723799,3140554,-599397,-3648103,350151,810719
51261,184533,1359717,4724626,3140305,-599216,-3648312,350249,810994
51262,184328,1359097,4725489,3140095,-599052,-3648491,350283,811180
51263,184126,1358317,4726320,3139911,-598867,-3648700,350425,811492
51264,183947,1357591,4727235,3139753,-598693,-3648954,350623,811790
51265,183833,1356942,4728116,3139553,-598564,-3649227,350684,811813
51266,183834,1356314,4728964,3139306,-598409,-3649501,350491,811301
51267,183934,1355749,4729764,3139143,-598246,-3649808,350311,810768
51268,184081,1355061,4730715,3138999,-598132,-3650152,350244,810430
51269,184299,1354511,4731956,3138814,-598049,-3650574,350183,809892
51270,184476,1354101,4733189,3138614,-597901,-3651009,350034,809296
51271,184422,1353445,4734144,3138428,-597699,-3651372,349984,809161
51272,184166,1352633,4734875,3138248,-597517,-3651642,350041,809384
51273,183649,1351841,4735439,3138104,-597298,-3651752,350288,810154
51274,183001,1350988,4736208,3137983,-597111,-3651918,350548,811054
51275,182393,1350179,4737121,3137858,-596885,-3652079,350713,811749
51276,181731,1349420,4737915,3137744,-596691,-3652211,350864,812481
51277,181252,1348652,4738704,3137614,-596502,-3652359,350978,812849
51278,180988,1347711,4739532,3137432,-596324,-3652503,350993,812904
51279,180712,1346885,4740310,3137212,-596144,-3652587,350961,812966
51280,180471,1346177,4741016,3136956,-595946,-3652707,350978,813121
51281,180458,1345546,4741838,3136746,-595763,-3652861,351007,813164
51282,180463,1344959,4742859,3136614,-595569,-3653041,351009,813000
51283,180457,1344346,4743897,3136408,-595364,-3653236,350906,812636
51284,180489,1343729,4744882,3136193,-595197,-3653559,350824,812165
51285,180634,1343085,4745843,3135975,-595075,-3653936,350706,811623
51286,180908,1342489,4746908,3135731,-594957,-3654349,350509,810817
51287,180934,1341926,4748004,3135569,-594809,-3654672,350412,810395
51288,180723,1341146,4748969,3135347,-594662,-3654899,350402,810354
51289,180281,1340154,4750057,3134981,-594467,-3655117,350468,810695
51290,179544,1339198,4750891,3134719,-594245,-3655277,350675,811463
51291,178834,1338301,4751643,3134561,-594053,-3655447,350836,812066
51292,178089,1337452,4752513,3134394,-593819,-3655652,350948,812684
51293,176848,1335677,4753516,3133966,-593384,-3656212,351147,813555
51294,176499,1334729,4753921,3133753,-593149,-3656424,351168,813631
51295,176134,1333719,4754648,3133536,-592929,-3656701,351134,813691
51296,175746,1332774,4755375,3133275,-592740,-3656989,351163,813737
51297,175362,1331909,4756059,3132961,-592551,-3657271,351109,813675
51298,175088,1331070,4756838,3132535,-592354,-3657552,350983,813376
51299,174956,1330266,4757789,3132153,-592232,-3657857,350948,813081
51300,174888,1329583,4758770,3131858,-592088,-3658213,350813,812503
51301,174933,1328830,4759552,3131553,-591902,-3658572,350599,811659
51302,175059,1328056,4760406,3131273,-591811,-3658939,350507,811043
51303,174969,1327242,4761204,3131004,-591720,-3659284,350471,810729
51304,174653,1326404,4761973,3130780,-591551,-3659550,350387,810519
51305,174033,1325541,4762578,3130579,-591301,-3659824,350402,810810
51306,173200,1324526,4763373,3130420,-591180,-3660074,350725,811871
51307,175362,1331909,4756059,3132961,-592551,-3657271,351109,813675
51308,175088,1331070,4756838,3132535,-592354,-3657552,350983,813376
51309,174956,1330266,4757789,3132153,-592232,-3657857,350948,813081
51310,174888,1329583,4758770,3131858,-592088,-3658213,350813,812503
51311,174933,1328830,4759552,3131553,-591902,-3658572,350599,811659
51312,175059,1328056,4760406,3131273,-591811,-3658939,350507,811043
51313,174969,1327242,4761204,3131004,-591720,-3659284,350471,810729
51314,174653,1326404,4761973,3130780,-591551,-3659550,350387,810519
51315,174033,1325541,4762578,3130579,-591301,-3659824,350402,810810
51316,173200,1324526,4763373,3130420,-591180,-3660074,350725,811871
51317,172408,1323631,4764157,3130235,-590952,-3660344,350778,812316
51318,171576,1322826,4764646,3129978,-590637,-3660559,350614,812441
51319,170771,1321992,4765216,3129775,-590369,-3660702,350564,812673
51320,170302,1321133,4765932,3129626,-590094,-3660916,350554,812756
51321,170008,1320179,4766944,3129572,-589997,-3661172,350829,813199
51322,169704,1319077,4768288,3129499,-589887,-3661457,351059,813554
51323,169464,1317189,4769473,3129259,-589676,-3661784,350996,813389
51324,169308,1315343,4770597,3128989,-589547,-3662144,350932,813284
51325,169229,1314079,4771815,3128816,-589606,-3662633,350866,812955
51326,169178,1313074,4772821,3128563,-589535,-3663069,350720,812293
51327,169233,1312098,4773701,3128351,-589429,-3663474,350610,811752
51328,169374,1311169,4774227,3128123,-589334,-3663887,350381,810891
51329,169422,1310294,4774647,3127849,-589084,-3664242,350126,809965
51330,169277,1309147,4775446,3127674,-588957,-3664589,350136,809863
51331,169003,1307533,4776433,3127516,-588796,-3664854,350319,810223
51332,168392,1306168,4777016,3127186,-588526,-3665036,350416,810601
51333,167667,1304853,4777538,3126915,-588357,-3665222,350617,811304
51334,167043,1303639,4778194,3126798,-588295,-3665428,351044,812356
51335,166394,1302681,4778911,3126684,-588204,-3665657,351363,813191
51336,165789,1301878,4779426,3126511,-587956,-3665944,351389,813428
51337,165442,1301119,4779985,3126323,-587752,-3666249,351363,813365
51338,165156,1300364,4780645,3126081,-587588,-3666482,351354,813329
51339,164919,1299668,4781409,3125808,-587501,-3666732,351403,813352
51340,164722,1299496,4782293,3125153,-587412,-3667030,351412,813380
51341,164596,1299743,4783323,3124384,-587329,-3667339,351400,813288
51342,164668,1299971,4784436,3123806,-587286,-3667654,351361,812838
51343,164839,1299878,4785439,3123343,-587172,-3667958,351100,812022
51344,165012,1299571,4786391,3123009,-587074,-3668382,350845,811216
51345,165338,1299191,4787566,3122774,-587089,-3668856,350853,810769
51346,165536,1298915,4788778,3122548,-587007,-3669331,350814,810230
51347,165456,1298593,4789498,3122219,-586751,-3669668,350539,809607
51348,165138,1298067,4790126,3122024,-586636,-3669939,350631,809986
51349,164624,1297475,4790971,3121953,-586571,-3670102,351046,811078
51350,164119,1296875,4792027,3121759,-586482,-3670182,351317,811814
51351,163598,1296837,4792868,3121367,-586306,-3670319,351343,812257
51352,163053,1296643,4793648,3121041,-586111,-3670516,351411,812764
51353,162849,1296428,4794785,3120944,-585991,-3670731,351508,813056
51354,162708,1296146,4796128,3120852,-585919,-3671073,351592,813276
51355,162536,1295736,4797183,3120733,-585812,-3671492,351583,813304
51356,162389,1295352,4797892,3120563,-585551,-3671851,351451,813040
51357,162020,1290466,4810253,3120610,-584162,-3674049,351732,813359
