Sample,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
51358,161452,1289917,4811193,3120734,-583977,-3674145,352018,814179
51359,160939,1289370,4811978,3120806,-583783,-3674227,352081,814649
51360,160611,1288766,4812716,3120756,-583612,-3674374,352070,814779
51361,160359,1288254,4813411,3120716,-583380,-3674596,352048,814700
51362,160077,1287763,4814088,3120676,-583176,-3674881,351969,814643
51363,159799,1287195,4814873,3120638,-583032,-3675173,351963,814793
51364,159659,1286520,4815784,3120571,-582919,-3675460,351968,814814
51365,159658,1285749,4816498,3120449,-582782,-3675750,351893,814517
51366,159739,1285112,4817206,3120340,-582637,-3676003,351754,814114
51367,159890,1284413,4817961,3120248,-582531,-3676234,351631,813540
51368,160137,1283003,4818729,3120176,-582407,-3676561,351503,812942
51369,160319,1281764,4819552,3120089,-582311,-3676922,351413,812481
51370,160261,1280981,4820342,3120041,-582209,-3677237,351433,812337
51371,160026,1280291,4821060,3120049,-582025,-3677560,351521,812458
51372,159438,1279615,4821714,3120079,-581806,-3677802,351657,813161
51373,158774,1278984,4822426,3120068,-581611,-3678002,351868,813959
51374,158230,1278416,4823283,3120082,-581408,-3678284,352039,814548
51375,157799,1278066,4824163,3120144,-581219,-3678521,352209,815211
51376,157459,1277929,4824898,3120384,-581037,-3678839,352364,815733
51377,159890,1284413,4817961,3120248,-582531,-3676234,351631,813540
51378,160137,1283003,4818729,3120176,-582407,-3676561,351503,812942
51379,160319,1281764,4819552,3120089,-582311,-3676922,351413,812481
51380,160261,1280981,4820342,3120041,-582209,-3677237,351433,812337
51381,160026,1280291,4821060,3120049,-582025,-3677560,351521,812458
51382,159438,1279615,4821714,3120079,-581806,-3677802,351657,813161
51383,158774,1278984,4822426,3120068,-581611,-3678002,351868,813959
51384,158230,1278416,4823283,3120082,-581408,-3678284,352039,814548
51385,157799,1278066,4824163,3120144,-581219,-3678521,352209,815211
51386,157459,1277929,4824898,3120384,-581037,-3678839,352364,815733
51387,157219,1277718,4825694,3120464,-580876,-3679208,352350,815832
51388,157056,1277321,4826444,3120429,-580682,-3679534,352308,815907
51389,156794,1276601,4827224,3120399,-580523,-3679908,352263,815972
51390,156567,1275729,4827893,3120354,-580311,-3680273,352191,815883
51391,156363,1275071,4828455,3120289,-580169,-3680710,352084,815591
51392,156344,1274536,4829081,3120246,-580044,-3681174,351947,815161
51393,156408,1273991,4829788,3120218,-579974,-3681632,351883,814776
51394,156549,1273376,4830471,3120191,-579909,-3682104,351803,814293
51395,156767,1272799,4831060,3120080,-579799,-3682600,351646,813559
51396,156879,1272154,4831347,3120041,-579671,-3683064,351550,813012
51397,156652,1271518,4831849,3120017,-579474,-3683444,351505,812724
51398,156196,1270787,4832268,3120011,-579271,-3683794,351574,812996
51399,155521,1269910,4832737,3120130,-579191,-3684217,351863,814009
51400,154836,1269046,4833293,3120146,-579045,-3684516,352066,814709
51401,154148,1268148,4833642,3120115,-578870,-3684812,352253,815359
51402,153434,1267313,4833534,3119990,-578601,-3685097,352391,815828
51403,152844,1266437,4833079,3119707,-578244,-3685476,352124,815496
51404,152380,1265152,4832181,3119498,-577977,-3685957,351818,815063
51405,152065,1264216,4831558,3119283,-577868,-3686389,351866,815154
51406,151794,1263471,4831881,3119091,-577761,-3686736,352082,815415
51407,151518,1262891,4832776,3118988,-577683,-3687072,352238,815594
51408,151374,1262609,4833835,3118881,-577526,-3687534,352143,815201
51409,151404,1262216,4834909,3118863,-577453,-3688075,352106,814878
51410,151516,1261829,4835988,3118786,-577395,-3688667,352102,814456
51411,151668,1261505,4836503,3118425,-577177,-3689252,351754,813410
51412,151913,1261083,4836796,3118166,-576960,-3689827,351426,812398
51413,151985,1260459,4837329,3118069,-576927,-3690387,351613,812516
51414,151912,1259776,4838071,3118118,-576991,-3690802,352076,813205
51415,151539,1259107,4838733,3118176,-576980,-3691226,352378,813852
51416,150907,1258488,4839126,3118162,-576837,-3691599,352514,814418
51417,150261,1258001,4839351,3118070,-576596,-3691965,352448,814633
51418,149494,1257616,4839300,3118106,-576278,-3692327,352317,814671
51419,148857,1257273,4839428,3118124,-575976,-3692646,352191,814709
51420,148532,1256846,4839884,3118165,-575808,-3693044,352235,814909
51421,148386,1256482,4840175,3118227,-575743,-3693445,352493,815312
51422,148217,1256213,4840614,3118365,-575741,-3693879,352760,815704
51423,148043,1255873,4841129,3118465,-575703,-3694274,352756,815717
51424,147914,1255566,4841649,3118535,-575641,-3694719,352650,815532
51425,148010,1255358,4842198,3118658,-575568,-3695259,352443,815019
51426,148206,1255276,4842903,3118831,-575462,-3695865,352196,814321
51427,148489,1255235,4843587,3119019,-575402,-3696419,351943,813560
51428,148888,1255174,4844303,3119159,-575373,-3697001,351733,812774
51429,149231,1255064,4844672,3119228,-575312,-3697561,351559,812069
51430,149357,1255024,4844739,3119304,-575214,-3698045,351447,811638
51431,149343,1255081,4844667,3119499,-575089,-3698479,351396,811599
51432,148964,1255011,4844806,3119781,-574988,-3698795,351562,812244
51433,148522,1254909,4845426,3120016,-574862,-3699118,351780,812996
51434,148091,1254781,4845915,3120126,-574730,-3699371,351934,813617
51435,147659,1254654,4846247,3120135,-574591,-3699641,352022,814114
51436,147307,1254512,4846690,3120189,-574451,-3699951,352082,814509
51437,147169,1254384,4847368,3120263,-574307,-3700262,352144,814706
51438,147151,1254319,4848086,3120339,-574208,-3700608,352181,814726
51439,147103,1254253,4848698,3120486,-574079,-3700934,352198,814655
51440,147094,1254245,4849339,3120789,-574016,-3701252,352166,814645
51441,147134,1254384,4850115,3121076,-573920,-3701577,352043,814394
51442,147318,1254861,4852006,3121478,-573799,-3701986,351772,813683
51443,147508,1255226,4854224,3121988,-573744,-3702504,351550,813073
51444,147853,1255448,4856084,3122569,-573717,-3703042,351410,812514
51445,148276,1255691,4857978,3123208,-573682,-3703541,351261,811778
51446,148522,1255832,4859579,3123711,-573602,-3704011,351159,811264
51447,148592,1255896,4861054,3123856,-573541,-3704421,351093,811094
51448,148426,1255901,4862403,3123428,-573412,-3704862,351140,811341
51449,148154,1255762,4863324,3123389,-573230,-3705238,351242,811998
51450,147819,1255626,4864023,3123744,-573082,-3705614,351341,812533
51451,147432,1255564,4864944,3124489,-572937,-3706051,351387,813114
51452,146938,1255567,4866133,3125533,-572809,-3706525,351448,813688
51453,146613,1255462,4867460,3126144,-572712,-3706999,351526,814202
51454,146474,1255261,4868567,3126741,-572669,-3707437,351539,814404
51455,146311,1254991,4869458,3127473,-572580,-3707788,351519,814354
51456,146098,1254703,4870273,3128629,-572480,-3708207,351426,814276
51457,148592,1255896,4861054,3123856,-573541,-3704421,351093,811094
51458,148426,1255901,4862403,3123428,-573412,-3704862,351140,811341
51459,148154,1255762,4863324,3123389,-573230,-3705238,351242,811998
51460,147819,1255626,4864023,3123744,-573082,-3705614,351341,812533
51461,147432,1255564,4864944,3124489,-572937,-3706051,351387,813114
51462,146938,1255567,4866133,3125533,-572809,-3706525,351448,813688
51463,146613,1255462,4867460,3126144,-572712,-3706999,351526,814202
51464,146474,1255261,4868567,3126741,-572669,-3707437,351539,814404
51465,146311,1254991,4869458,3127473,-572580,-3707788,351519,814354
51466,146098,1254703,4870273,3128629,-572480,-3708207,351426,814276
51467,145953,1254592,4871287,3129923,-572392,-3708611,351331,814168
51468,145904,1254460,4872150,3130203,-572292,-3709104,351202,813808
51469,146017,1254263,4872765,3130362,-572161,-3709644,351051,813270
51470,146255,1254037,4873436,3130644,-572058,-3710142,350934,812778
51471,146570,1253724,4874138,3130985,-572033,-3710633,350895,812314
51472,146906,1253423,4874797,3131269,-571961,-3711160,350759,811746
51473,147015,1253104,4875284,3131454,-571839,-3711612,350629,811364
51474,146874,1252766,4875490,3131666,-571674,-3711959,350559,811260
51475,146416,1252417,4875710,3132053,-571486,-3712241,350576,811621
51476,145736,1251989,4875989,3132473,-571267,-3712406,350751,812335
51477,145132,1251556,4875988,3132776,-571114,-3712569,350986,813099
51478,144558,1251098,4875813,3133110,-570989,-3712784,351248,813939
51479,144053,1250653,4875425,3133316,-570794,-3713000,351379,814438
51480,143666,1250198,4874768,3133461,-570587,-3713290,351323,814559
51481,143376,1249574,4874373,3133733,-570481,-3713642,351529,815015
51482,143143,1248836,4873464,3133904,-570321,-3713991,351623,815128
51483,142863,1248228,4872281,3134003,-570103,-3714409,351555,814954
51484,142628,1247571,4871798,3134043,-569833,-3714839,351418,814626
51485,142554,1247018,4871490,3134113,-569589,-3715370,351218,814187
51486,142599,1246536,4871321,3134221,-569473,-3715947,351139,813821
51487,142713,1246008,4871193,3134434,-569436,-3716565,351295,813644
51488,142925,1245548,4871015,3134851,-569356,-3717126,351301,813154
51489,143050,1245173,4871168,3135138,-569149,-3717711,351079,812401
51490,142861,1244779,4870963,3135235,-568864,-3718273,350789,811858
51491,142514,1244226,4870268,3135409,-568674,-3718712,350846,812006
51492,141891,1243442,4869765,3135653,-568622,-3719044,351330,813193
51493,141166,1242673,4869091,3135925,-568550,-3719316,351792,814375
51494,140456,1242021,4867951,3136188,-568399,-3719572,352003,815066
51495,139724,1241385,4866341,3136640,-568226,-3719845,352204,815778
51496,139110,1240814,4864334,3136978,-567953,-3720114,352295,816177
51497,138719,1240268,4862043,3137182,-567729,-3720539,352298,816208
51498,138407,1239587,4860791,3137431,-567612,-3721007,352408,816443
51499,138054,1239056,4860038,3137486,-567425,-3721457,352408,816387
51500,137644,1238568,4858962,3137496,-567232,-3721894,352299,816180
51501,137135,1238170,4857179,3137439,-566912,-3722306,352016,815456
51502,136752,1237721,4855916,3137407,-566586,-3722734,351634,814721
51503,136719,1237096,4855586,3137563,-566545,-3723199,351775,814752
51504,136823,1236664,4855073,3137758,-566460,-3723674,351786,814286
51505,136971,1236277,4854268,3137889,-566354,-3724083,351637,813588
51506,137047,1235884,4854034,3137932,-566271,-3724447,351543,813055
51507,136946,1235350,4853630,3137983,-566175,-3724792,351529,812935
51508,136663,1234768,4852941,3138161,-566064,-3725154,351625,813262
51509,136123,1234230,4852101,3138629,-565907,-3725442,351779,813993
51510,135543,1233824,4851538,3139226,-565724,-3725687,351873,814577
51511,134967,1233454,4851104,3139510,-565552,-3725912,351911,815041
51512,134349,1233134,4851116,3139614,-565322,-3726106,351903,815490
51513,133893,1232813,4850986,3139744,-565142,-3726381,351835,815550
51514,133649,1232462,4850698,3139937,-565024,-3726740,351761,815625
51515,133461,1232157,4850425,3140113,-564959,-3727134,351774,815694
51516,133318,1231976,4850154,3140253,-564817,-3727502,351688,815488
51517,133148,1231874,4849852,3140349,-564622,-3727864,351554,815269
51518,133216,1231670,4849912,3140608,-564537,-3728234,351536,815159
51519,133460,1231486,4850202,3141446,-564537,-3728584,351596,814854
51520,133725,1231477,4850374,3142662,-564491,-3728946,351434,814228
51521,133983,1231407,4850438,3143080,-564401,-3729261,351162,813584
51522,134397,1231269,4850822,3143261,-564402,-3729647,351014,812926
51523,134700,1231137,4851254,3143426,-564351,-3730020,350902,812479
51524,135163,1230965,4851718,3143596,-564272,-3730381,350842,812333
51525,135758,1230813,4852171,3143700,-564196,-3730661,350862,812606
51526,135548,1230653,4852408,3143831,-564050,-3730846,350989,813286
51527,135258,1230531,4852644,3143869,-563906,-3731075,351109,813848
51528,134886,1230246,4852751,3143751,-563767,-3731276,351199,814416
51529,134513,1230223,4852628,3144098,-563655,-3731462,351282,814894
51530,134298,1230469,4852648,3144567,-563546,-3731744,351276,815006
51531,134212,1230498,4852806,3144724,-563441,-3732054,351259,814972
51532,134147,1230473,4853011,3144857,-563318,-3732384,351226,814931
51533,134039,1230370,4853375,3144953,-563162,-3732695,351171,814899
51534,133978,1229945,4853716,3145032,-562996,-3733016,351159,814766
51535,134068,1229229,4854068,3145022,-562850,-3733336,351107,814426
51536,134272,1228890,4854422,3145081,-562795,-3733743,350999,813986
51537,134488,1228695,4854841,3145211,-562677,-3734161,350877,813413
51538,134808,1228561,4855278,3145368,-562558,-3734565,350712,812726
51539,135111,1228416,4855529,3145544,-562492,-3734938,350540,812048
51540,135150,1228228,4856015,3145729,-562420,-3735240,350524,811824
51541,135033,1227964,4856494,3146243,-562306,-3735594,350581,811946
51542,134561,1227563,4856903,3147277,-562187,-3735899,350779,812543
51543,133910,1227218,4857458,3147924,-562034,-3736194,350978,813265
51544,133356,1226863,4857754,3148284,-561845,-3736431,351087,813776
51545,132721,1226464,4857788,3148621,-561696,-3736610,351196,814391
51546,132171,1226063,4857736,3149124,-561547,-3736916,351303,814856
51547,131898,1225714,4857725,3149739,-561416,-3737301,351304,814866
51548,131619,1225394,4857723,3150201,-561256,-3737685,351221,814762
51549,131346,1225084,4857440,3150514,-561047,-3738093,351138,814636
51550,131104,1224734,4857248,3150843,-560943,-3738606,351183,814746
51551,131093,1224399,4857224,3151141,-560908,-3739091,351289,814894
51552,131694,1224388,4857385,3151139,-560852,-3739638,351325,814638
51553,131948,1224344,4857388,3151036,-560658,-3740132,351081,813759
51554,132071,1224211,4856768,3150872,-560262,-3740602,350611,812425
51555,132496,1223838,4856602,3150973,-560194,-3741049,350593,812106
51556,132944,1223434,4856746,3151098,-560277,-3741438,350826,812223
51557,133000,1223064,4856867,3151167,-560235,-3741819,351031,812322
51558,131619,1225394,4857723,3150201,-561256,-3737685,351221,814762
51559,131346,1225084,4857440,3150514,-561047,-3738093,351138,814636
51560,131104,1224734,4857248,3150843,-560943,-3738606,351183,814746
51561,131093,1224399,4857224,3151141,-560908,-3739091,351289,814894
51562,131694,1224388,4857385,3151139,-560852,-3739638,351325,814638
51563,131948,1224344,4857388,3151036,-560658,-3740132,351081,813759
51564,132071,1224211,4856768,3150872,-560262,-3740602,350611,812425
51565,132496,1223838,4856602,3150973,-560194,-3741049,350593,812106
51566,132944,1223434,4856746,3151098,-560277,-3741438,350826,812223
51567,133000,1223064,4856867,3151167,-560235,-3741819,351031,812322
51568,132721,1222724,4857110,3150938,-560119,-3742079,351172,812626
51569,132142,1222309,4857303,3150815,-559967,-3742202,351421,813441
51570,131584,1221963,4857267,3151082,-559801,-3742407,351596,814022
51571,131026,1221651,4857208,3151229,-559546,-3742626,351646,814442
51572,130336,1221304,4857110,3151299,-559290,-3742786,351731,815004
51573,129786,1220949,4856925,3151404,-559142,-3743072,351788,815341
51574,129539,1220546,4856954,3151498,-559107,-3743332,351976,815766
51575,129338,1220236,4857099,3151642,-558980,-3743548,352066,815936
51576,129117,1219918,4857004,3151847,-558994,-3743737,352064,816036
51577,128869,1219653,4856586,3151951,-558959,-3743936,351883,815669
51578,128724,1219497,4856069,3151974,-558734,-3744224,351595,815031
51579,128773,1219256,4855578,3152006,-558556,-3744567,351474,814621
51580,128873,1219001,4854820,3152119,-558431,-3744872,351483,814328
51581,129028,1218772,4854347,3152264,-558357,-3745196,351513,814033
51582,129234,1218488,4854131,3152410,-558329,-3745504,351516,813573
51583,129302,1218134,4853835,3152558,-558307,-3745774,351558,813371
51584,129183,1217811,4853657,3152653,-558170,-3746004,351601,813380
51585,128754,1217459,4853663,3152770,-558001,-3746146,351668,813723
51586,128098,1217047,4853674,3152924,-557829,-3746229,351832,814426
51587,127496,1216654,4853588,3153089,-557649,-3746334,351973,815044
51588,126796,1216245,4853366,3153236,-557482,-3746407,352159,815773
51589,126196,1215908,4853272,3153432,-557327,-3746517,352329,816401
51590,125876,1215634,4853230,3153615,-557208,-3746726,352369,816623
51591,125665,1215418,4853452,3153745,-557041,-3746991,352358,816563
51592,125417,1215250,4853237,3153880,-556877,-3747222,352234,816427
51593,125192,1215036,4853124,3154051,-556759,-3747426,352170,816375
51594,125001,1214830,4853405,3154149,-556594,-3747656,352089,816109
51595,124956,1214756,4853365,3154017,-556362,-3747866,351714,815244
51596,125038,1214577,4853313,3154169,-556306,-3748122,351604,814991
51597,125264,1214241,4853671,3154400,-556404,-3748452,351866,815210
